,dataset_44528.dat,dataset_44529.dat,sum,pat
Prdm9,0,1,1,0_1
Prdx1,0,1,1,0_1
Prdx2,0,1,1,0_1
Prdx3,0,1,1,0_1
Prdx4,0,1,1,0_1
Prdx5,0,1,1,0_1
Prdx6,0,1,1,0_1
Prdx6-rs1,0,1,1,0_1
Prdxdd1,0,1,1,0_1
Preb,0,1,1,0_1
Prelid1,0,1,1,0_1
Prelid2,0,1,1,0_1
Prepl,0,1,1,0_1
Prex2,0,1,1,0_1
Prf1,0,1,1,0_1
Prg2,0,1,1,0_1
Prg3,0,1,1,0_1
Prg4,0,1,1,0_1
Prh1,0,1,1,0_1
Prhoxnb,0,1,1,0_1
Prickle1,0,1,1,0_1
Prickle2,0,1,1,0_1
Prickle3,0,1,1,0_1
Prim1,0,1,1,0_1
Prima1,0,1,1,0_1
Prkaa1,0,1,1,0_1
Prkab1,0,1,1,0_1
Prkaca,0,1,1,0_1
Prkacb,0,1,1,0_1
Prkag1,0,1,1,0_1
Prkag2,0,1,1,0_1
Prkag3,0,1,1,0_1
Prkar1a,0,1,1,0_1
Prkar1b,0,1,1,0_1
Prkar2a,0,1,1,0_1
Prkar2b,0,1,1,0_1
Prkca,0,1,1,0_1
Prkcb,0,1,1,0_1
Prkcc,0,1,1,0_1
Prkcd,0,1,1,0_1
Prkcdbp,0,1,1,0_1
Prkce,0,1,1,0_1
Prkch,0,1,1,0_1
Prkci,0,1,1,0_1
Prkcq,0,1,1,0_1
Prkcsh,0,1,1,0_1
Prkcz,0,1,1,0_1
Prkd1,0,1,1,0_1
Prkd3,0,1,1,0_1
Prkdc,0,1,1,0_1
Prkg1,0,1,1,0_1
Prkg2,0,1,1,0_1
Prkra,0,1,1,0_1
Prkrip1,0,1,1,0_1
Prkrir,0,1,1,0_1
Prl,0,1,1,0_1
Prl2a1,0,1,1,0_1
Prl2b1,0,1,1,0_1
Prl2c1,0,1,1,0_1
Prl3a1,0,1,1,0_1
Prl3b1,0,1,1,0_1
Prl3c1,0,1,1,0_1
Prl3d1,0,1,1,0_1
Prl3d2,0,1,1,0_1
Prl4a1,0,1,1,0_1
Prl5a1,0,1,1,0_1
Prl6a1,0,1,1,0_1
Prl7a1,0,1,1,0_1
Prl7a2,0,1,1,0_1
Prl7b1,0,1,1,0_1
Prl7c1,0,1,1,0_1
Prl7d1,0,1,1,0_1
Prl8a1,0,1,1,0_1
Prl8a2,0,1,1,0_1
Prl8a6,0,1,1,0_1
Prl8a8,0,1,1,0_1
Prl8a9,0,1,1,0_1
Prlh,0,1,1,0_1
Prlr,0,1,1,0_1
Prm1,0,1,1,0_1
Prm2,0,1,1,0_1
Prm3,0,1,1,0_1
Prmt1,0,1,1,0_1
Prmt10,0,1,1,0_1
Prmt2,0,1,1,0_1
Prmt3,0,1,1,0_1
Prmt7,0,1,1,0_1
Prnd,0,1,1,0_1
Prnp,0,1,1,0_1
Proc,0,1,1,0_1
Proca1,0,1,1,0_1
Procr,0,1,1,0_1
Prodh,0,1,1,0_1
Prodh2,0,1,1,0_1
Prok1,0,1,1,0_1
Prok2,0,1,1,0_1
Prokr1,0,1,1,0_1
Prokr2,0,1,1,0_1
Prol1,0,1,1,0_1
Prom1,0,1,1,0_1
Prop1,0,1,1,0_1
Pros1,0,1,1,0_1
Prosc,0,1,1,0_1
Prox1,0,1,1,0_1
Prox2,0,1,1,0_1
Proz,0,1,1,0_1
Prp2,0,1,1,0_1
Prpf18,0,1,1,0_1
Prpf19,0,1,1,0_1
Prpf3,0,1,1,0_1
Prpf31,0,1,1,0_1
Prpf38b,0,1,1,0_1
Prpf4,0,1,1,0_1
Prpf40a,0,1,1,0_1
Prpf40b,0,1,1,0_1
Prpf4b,0,1,1,0_1
Prpf6,0,1,1,0_1
Prpf8,0,1,1,0_1
Prph,0,1,1,0_1
Prph2,0,1,1,0_1
Prpmp5,0,1,1,0_1
Prps1,0,1,1,0_1
Prps1l1,0,1,1,0_1
Prps2,0,1,1,0_1
Prpsap1,0,1,1,0_1
Prpsap2,0,1,1,0_1
Prr11,0,1,1,0_1
Prr12,0,1,1,0_1
Prr13,0,1,1,0_1
Prr14,0,1,1,0_1
Prr15,0,1,1,0_1
Prr15l,0,1,1,0_1
Prr16,0,1,1,0_1
Prr19,0,1,1,0_1
Prr23a,0,1,1,0_1
Prr24,0,1,1,0_1
Prr3,0,1,1,0_1
Prr5,0,1,1,0_1
Prr5l,0,1,1,0_1
Prr7,0,1,1,0_1
Prr9,0,1,1,0_1
Prrc1,0,1,1,0_1
Prrg1,0,1,1,0_1
Prrg2,0,1,1,0_1
Prrg3,0,1,1,0_1
Prrt1,0,1,1,0_1
Prrt2,0,1,1,0_1
Prrt3,0,1,1,0_1
Prrt4,0,1,1,0_1
Prrx1,0,1,1,0_1
Prrx2,0,1,1,0_1
Prrxl1,0,1,1,0_1
Prss1,0,1,1,0_1
Prss12,0,1,1,0_1
Prss16,0,1,1,0_1
Prss2,0,1,1,0_1
Prss21,0,1,1,0_1
Prss22,0,1,1,0_1
Prss23,0,1,1,0_1
Prss27,0,1,1,0_1
Prss28,0,1,1,0_1
Prss29,0,1,1,0_1
Prss30,0,1,1,0_1
Prss32,0,1,1,0_1
Prss33,0,1,1,0_1
Prss36,0,1,1,0_1
Prss37,0,1,1,0_1
Prss38,0,1,1,0_1
Prss39,0,1,1,0_1
Prss40,0,1,1,0_1
Prss41,0,1,1,0_1
Prss42,0,1,1,0_1
Prss44,0,1,1,0_1
Prss45,0,1,1,0_1
Prss48,0,1,1,0_1
Prss50,0,1,1,0_1
Prss52,0,1,1,0_1
Prss53,0,1,1,0_1
Prss8,0,1,1,0_1
Prssl1,0,1,1,0_1
Prtg,0,1,1,0_1
Prtn3,0,1,1,0_1
Prune,0,1,1,0_1
Prx,0,1,1,0_1
Psap,0,1,1,0_1
Psapl1,0,1,1,0_1
Psat1,0,1,1,0_1
Psca,0,1,1,0_1
Psd,0,1,1,0_1
Psd2,0,1,1,0_1
Psd3,0,1,1,0_1
Psen1,0,1,1,0_1
Psen2,0,1,1,0_1
Psenen,0,1,1,0_1
Psg16,0,1,1,0_1
Psg17,0,1,1,0_1
Psg18,0,1,1,0_1
Psg19,0,1,1,0_1
Psg20,0,1,1,0_1
Psg21,0,1,1,0_1
Psg22,0,1,1,0_1
Psg23,0,1,1,0_1
Psg25,0,1,1,0_1
Psg26,0,1,1,0_1
Psg27,0,1,1,0_1
Psg28,0,1,1,0_1
Psg29,0,1,1,0_1
Psip1,0,1,1,0_1
Pskh1,0,1,1,0_1
Psma1,0,1,1,0_1
Psma2,0,1,1,0_1
Psma3,0,1,1,0_1
Psma4,0,1,1,0_1
Psma6,0,1,1,0_1
Psma8,0,1,1,0_1
Psmb10,0,1,1,0_1
Psmb11,0,1,1,0_1
Psmb3,0,1,1,0_1
Psmb4,0,1,1,0_1
Psmb5,0,1,1,0_1
Psmb6,0,1,1,0_1
Psmb7,0,1,1,0_1
Psmb8,0,1,1,0_1
Psmb9,0,1,1,0_1
Psmc1,0,1,1,0_1
Psmc2,0,1,1,0_1
Psmc3,0,1,1,0_1
Psmc3ip,0,1,1,0_1
Psmc4,0,1,1,0_1
Psmc5,0,1,1,0_1
Psmc6,0,1,1,0_1
Psmd1,0,1,1,0_1
Psmd10,0,1,1,0_1
Psmd12,0,1,1,0_1
Psmd13,0,1,1,0_1
Psmd14,0,1,1,0_1
Psmd3,0,1,1,0_1
Psmd4,0,1,1,0_1
Psmd5,0,1,1,0_1
Psmd6,0,1,1,0_1
Psmd7,0,1,1,0_1
Psmd8,0,1,1,0_1
Psmd9,0,1,1,0_1
Psme1,0,1,1,0_1
Psme2,0,1,1,0_1
Psme3,0,1,1,0_1
Psme4,0,1,1,0_1
Psmg1,0,1,1,0_1
Psmg2,0,1,1,0_1
Psmg3,0,1,1,0_1
Psmg4,0,1,1,0_1
Psors1c2,0,1,1,0_1
Psp,0,1,1,0_1
Pspc1,0,1,1,0_1
Psph,0,1,1,0_1
Pspn,0,1,1,0_1
Psrc1,0,1,1,0_1
Pstk,0,1,1,0_1
Pstpip1,0,1,1,0_1
Pstpip2,0,1,1,0_1
Ptafr,0,1,1,0_1
Ptar1,0,1,1,0_1
Ptbp2,0,1,1,0_1
Ptcd1,0,1,1,0_1
Ptcd2,0,1,1,0_1
Ptcd3,0,1,1,0_1
Ptch1,0,1,1,0_1
Ptch2,0,1,1,0_1
Ptchd1,0,1,1,0_1
Ptchd2,0,1,1,0_1
Ptchd3,0,1,1,0_1
Ptcra,0,1,1,0_1
Ptdss1,0,1,1,0_1
Ptdss2,0,1,1,0_1
Pten,0,1,1,0_1
Pter,0,1,1,0_1
Ptf1a,0,1,1,0_1
Ptgdr,0,1,1,0_1
Ptgds,0,1,1,0_1
Ptger1,0,1,1,0_1
Ptger2,0,1,1,0_1
Ptger3,0,1,1,0_1
Ptger4,0,1,1,0_1
Ptges,0,1,1,0_1
Ptges2,0,1,1,0_1
Ptges3,0,1,1,0_1
Ptgfr,0,1,1,0_1
Ptgfrn,0,1,1,0_1
Ptgir,0,1,1,0_1
Ptgis,0,1,1,0_1
Ptgr1,0,1,1,0_1
Ptgr2,0,1,1,0_1
Ptgs1,0,1,1,0_1
Ptgs2,0,1,1,0_1
Pth,0,1,1,0_1
Pth1r,0,1,1,0_1
Pth2,0,1,1,0_1
Pth2r,0,1,1,0_1
Pthlh,0,1,1,0_1
Ptk2,0,1,1,0_1
Ptk2b,0,1,1,0_1
Ptk6,0,1,1,0_1
Ptk7,0,1,1,0_1
Ptma,0,1,1,0_1
Ptms,0,1,1,0_1
Ptn,0,1,1,0_1
Ptov1,0,1,1,0_1
Ptp4a1,0,1,1,0_1
Ptp4a2,0,1,1,0_1
Ptp4a3,0,1,1,0_1
Ptpla,0,1,1,0_1
Ptplad1,0,1,1,0_1
Ptplad2,0,1,1,0_1
Ptplb,0,1,1,0_1
Ptpmt1,0,1,1,0_1
Ptpn1,0,1,1,0_1
Ptpn11,0,1,1,0_1
Ptpn12,0,1,1,0_1
Ptpn13,0,1,1,0_1
Ptpn14,0,1,1,0_1
Ptpn18,0,1,1,0_1
Ptpn2,0,1,1,0_1
Ptpn20,0,1,1,0_1
Ptpn22,0,1,1,0_1
Ptpn23,0,1,1,0_1
Ptpn3,0,1,1,0_1
Ptpn4,0,1,1,0_1
Ptpn5,0,1,1,0_1
Ptpn6,0,1,1,0_1
Ptpn7,0,1,1,0_1
Ptpn9,0,1,1,0_1
Ptpra,0,1,1,0_1
Ptprb,0,1,1,0_1
Ptprc,0,1,1,0_1
Ptprcap,0,1,1,0_1
Ptprd,0,1,1,0_1
Ptpre,0,1,1,0_1
Ptprf,0,1,1,0_1
Ptprg,0,1,1,0_1
Ptprj,0,1,1,0_1
Ptprk,0,1,1,0_1
Ptprm,0,1,1,0_1
Ptprn,0,1,1,0_1
Ptprn2,0,1,1,0_1
Ptpro,0,1,1,0_1
Ptprq,0,1,1,0_1
Ptprr,0,1,1,0_1
Ptprt,0,1,1,0_1
Ptpru,0,1,1,0_1
Ptprv,0,1,1,0_1
Ptprz1,0,1,1,0_1
Ptrf,0,1,1,0_1
Ptrh2,0,1,1,0_1
Pts,0,1,1,0_1
Pttg1,0,1,1,0_1
Pttg1ip,0,1,1,0_1
Ptx3,0,1,1,0_1
Ptx4,0,1,1,0_1
Puf60,0,1,1,0_1
Pum2,0,1,1,0_1
Pura,0,1,1,0_1
Purb,0,1,1,0_1
Purg,0,1,1,0_1
Pus1,0,1,1,0_1
Pus10,0,1,1,0_1
Pus3,0,1,1,0_1
Pus7l,0,1,1,0_1
Pusl1,0,1,1,0_1
Pvalb,0,1,1,0_1
Pvr,0,1,1,0_1
Pvrl1,0,1,1,0_1
Pvrl2,0,1,1,0_1
Pvrl3,0,1,1,0_1
Pvrl4,0,1,1,0_1
Pwp1,0,1,1,0_1
Pwp2,0,1,1,0_1
Pwwp2a,0,1,1,0_1
Pwwp2b,0,1,1,0_1
Pxmp2,0,1,1,0_1
Pxmp3,0,1,1,0_1
Pxmp4,0,1,1,0_1
Pxn,0,1,1,0_1
Pxt1,0,1,1,0_1
Pycard,0,1,1,0_1
Pycr1,0,1,1,0_1
Pycr2,0,1,1,0_1
Pycrl,0,1,1,0_1
Pygb,0,1,1,0_1
Pygl,0,1,1,0_1
Pygm,0,1,1,0_1
Pygo1,0,1,1,0_1
Pygo2,0,1,1,0_1
Pyhin1,0,1,1,0_1
Pyroxd2,0,1,1,0_1
Pyy,0,1,1,0_1
Pzp,0,1,1,0_1
Qars,0,1,1,0_1
Qdpr,0,1,1,0_1
Qk,0,1,1,0_1
Qpct,0,1,1,0_1
Qpctl,0,1,1,0_1
Qprt,0,1,1,0_1
Qrich1,0,1,1,0_1
Qrich2,0,1,1,0_1
Qrsl1,0,1,1,0_1
Qser1,0,1,1,0_1
Qsox1,0,1,1,0_1
Qsox2,0,1,1,0_1
Qtrt1,0,1,1,0_1
Qtrtd1,0,1,1,0_1
R3hcc1,0,1,1,0_1
R3hdm2,0,1,1,0_1
R3hdml,0,1,1,0_1
Rab1,0,1,1,0_1
Rab10,0,1,1,0_1
Rab11a,0,1,1,0_1
Rab11fip1,0,1,1,0_1
Rab11fip2,0,1,1,0_1
Rab11fip3,0,1,1,0_1
Rab11fip4,0,1,1,0_1
Rab11fip5,0,1,1,0_1
Rab12,0,1,1,0_1
Rab13,0,1,1,0_1
Rab14,0,1,1,0_1
Rab15,0,1,1,0_1
Rab17,0,1,1,0_1
Rab19,0,1,1,0_1
Rab1b,0,1,1,0_1
Rab20,0,1,1,0_1
Rab21,0,1,1,0_1
Rab22a,0,1,1,0_1
Rab23,0,1,1,0_1
Rab24,0,1,1,0_1
Rab25,0,1,1,0_1
Rab26,0,1,1,0_1
Rab27a,0,1,1,0_1
Rab27b,0,1,1,0_1
Rab28,0,1,1,0_1
Rab2a,0,1,1,0_1
Rab2b,0,1,1,0_1
Rab30,0,1,1,0_1
Rab31,0,1,1,0_1
Rab32,0,1,1,0_1
Rab33a,0,1,1,0_1
Rab33b,0,1,1,0_1
Rab34,0,1,1,0_1
Rab36,0,1,1,0_1
Rab37,0,1,1,0_1
Rab38,0,1,1,0_1
Rab39,0,1,1,0_1
Rab39b,0,1,1,0_1
Rab3a,0,1,1,0_1
Rab3b,0,1,1,0_1
Rab3c,0,1,1,0_1
Rab3gap2,0,1,1,0_1
Rab3il1,0,1,1,0_1
Rab3ip,0,1,1,0_1
Rab40b,0,1,1,0_1
Rab40c,0,1,1,0_1
Rab42,0,1,1,0_1
Rab43,0,1,1,0_1
Rab44,0,1,1,0_1
Rab4a,0,1,1,0_1
Rab4b,0,1,1,0_1
Rab5a,0,1,1,0_1
Rab5b,0,1,1,0_1
Rab5c,0,1,1,0_1
Rab6,0,1,1,0_1
Rab6b,0,1,1,0_1
Rab7,0,1,1,0_1
Rab7l1,0,1,1,0_1
Rab8a,0,1,1,0_1
Rab8b,0,1,1,0_1
Rab9,0,1,1,0_1
Rab9b,0,1,1,0_1
Rabac1,0,1,1,0_1
Rabep1,0,1,1,0_1
Rabep2,0,1,1,0_1
Rabepk,0,1,1,0_1
Rabgap1,0,1,1,0_1
Rabgap1l,0,1,1,0_1
Rabgef1,0,1,1,0_1
Rabggta,0,1,1,0_1
Rabggtb,0,1,1,0_1
Rabif,0,1,1,0_1
Rabl2a,0,1,1,0_1
Rabl3,0,1,1,0_1
Rabl5,0,1,1,0_1
Rac1,0,1,1,0_1
Rac2,0,1,1,0_1
Rac3,0,1,1,0_1
Racgap1,0,1,1,0_1
Rad1,0,1,1,0_1
Rad17,0,1,1,0_1
Rad18,0,1,1,0_1
Rad21,0,1,1,0_1
Rad23a,0,1,1,0_1
Rad23b,0,1,1,0_1
Rad50,0,1,1,0_1
Rad51,0,1,1,0_1
Rad51ap1,0,1,1,0_1
Rad51ap2,0,1,1,0_1
Rad51l1,0,1,1,0_1
Rad51l3,0,1,1,0_1
Rad52,0,1,1,0_1
Rad54b,0,1,1,0_1
Rad54l,0,1,1,0_1
Rad54l2,0,1,1,0_1
Rad9b,0,1,1,0_1
Rae1,0,1,1,0_1
Raet1a,0,1,1,0_1
Raet1b,0,1,1,0_1
Raet1c,0,1,1,0_1
Rag1,0,1,1,0_1
Rag1ap1,0,1,1,0_1
Rag2,0,1,1,0_1
Rai1,0,1,1,0_1
Rai14,0,1,1,0_1
Rala,0,1,1,0_1
Ralb,0,1,1,0_1
Ralbp1,0,1,1,0_1
Ralgapa1,0,1,1,0_1
Ralgapa2,0,1,1,0_1
Ralgds,0,1,1,0_1
Ralgps1,0,1,1,0_1
Ralgps2,0,1,1,0_1
Raly,0,1,1,0_1
Ralyl,0,1,1,0_1
Ramp1,0,1,1,0_1
Ramp2,0,1,1,0_1
Ramp3,0,1,1,0_1
Ranbp10,0,1,1,0_1
Ranbp17,0,1,1,0_1
Ranbp2,0,1,1,0_1
Ranbp3,0,1,1,0_1
Ranbp9,0,1,1,0_1
Rangap1,0,1,1,0_1
Rangrf,0,1,1,0_1
Rap1a,0,1,1,0_1
Rap1b,0,1,1,0_1
Rap1gap,0,1,1,0_1
Rap1gap2,0,1,1,0_1
Rap1gds1,0,1,1,0_1
Rap2a,0,1,1,0_1
Rap2b,0,1,1,0_1
Rapgef1,0,1,1,0_1
Rapgef2,0,1,1,0_1
Rapgef3,0,1,1,0_1
Rapgef4,0,1,1,0_1
Rapgef5,0,1,1,0_1
Rapgef6,0,1,1,0_1
Rapgefl1,0,1,1,0_1
Raph1,0,1,1,0_1
Rapsn,0,1,1,0_1
Rara,0,1,1,0_1
Rarb,0,1,1,0_1
Rarres1,0,1,1,0_1
Rarres2,0,1,1,0_1
Rasa1,0,1,1,0_1
Rasa2,0,1,1,0_1
Rasa3,0,1,1,0_1
Rasa4,0,1,1,0_1
Rasal1,0,1,1,0_1
Rasd1,0,1,1,0_1
Rasd2,0,1,1,0_1
Rasef,0,1,1,0_1
Rasgef1a,0,1,1,0_1
Rasgef1b,0,1,1,0_1
Rasgef1c,0,1,1,0_1
Rasgrf1,0,1,1,0_1
Rasgrf2,0,1,1,0_1
Rasgrp2,0,1,1,0_1
Rasgrp4,0,1,1,0_1
Rasip1,0,1,1,0_1
Rasl10a,0,1,1,0_1
Rasl10b,0,1,1,0_1
Rasl11a,0,1,1,0_1
Rasl11b,0,1,1,0_1
Rasl12,0,1,1,0_1
Rasl2-9,0,1,1,0_1
Rassf1,0,1,1,0_1
Rassf10,0,1,1,0_1
Rassf2,0,1,1,0_1
Rassf3,0,1,1,0_1
Rassf5,0,1,1,0_1
Rassf6,0,1,1,0_1
Rassf7,0,1,1,0_1
Rassf8,0,1,1,0_1
Rassf9,0,1,1,0_1
Raver1,0,1,1,0_1
Rax,0,1,1,0_1
Rb1,0,1,1,0_1
Rb1cc1,0,1,1,0_1
Rbak,0,1,1,0_1
Rbbp4,0,1,1,0_1
Rbbp5,0,1,1,0_1
Rbbp6,0,1,1,0_1
Rbbp7,0,1,1,0_1
Rbbp8,0,1,1,0_1
Rbbp9,0,1,1,0_1
Rbck1,0,1,1,0_1
Rbks,0,1,1,0_1
Rbl1,0,1,1,0_1
Rbl2,0,1,1,0_1
Rbm10,0,1,1,0_1
Rbm12,0,1,1,0_1
Rbm12b,0,1,1,0_1
Rbm14,0,1,1,0_1
Rbm15,0,1,1,0_1
Rbm15b,0,1,1,0_1
Rbm16,0,1,1,0_1
Rbm17,0,1,1,0_1
Rbm18,0,1,1,0_1
Rbm19,0,1,1,0_1
Rbm20,0,1,1,0_1
Rbm22,0,1,1,0_1
Rbm24,0,1,1,0_1
Rbm25,0,1,1,0_1
Rbm26,0,1,1,0_1
Rbm27,0,1,1,0_1
Rbm28,0,1,1,0_1
Rbm31y,0,1,1,0_1
Rbm33,0,1,1,0_1
Rbm34,0,1,1,0_1
Rbm38,0,1,1,0_1
Rbm39,0,1,1,0_1
Rbm4,0,1,1,0_1
Rbm41,0,1,1,0_1
Rbm42,0,1,1,0_1
Rbm43,0,1,1,0_1
Rbm44,0,1,1,0_1
Rbm45,0,1,1,0_1
Rbm46,0,1,1,0_1
Rbm4b,0,1,1,0_1
Rbm5,0,1,1,0_1
Rbm6,0,1,1,0_1
Rbm7,0,1,1,0_1
Rbm8a,0,1,1,0_1
Rbm9,0,1,1,0_1
Rbms1,0,1,1,0_1
Rbms2,0,1,1,0_1
Rbmx,0,1,1,0_1
Rbmx2,0,1,1,0_1
Rbmxl2,0,1,1,0_1
Rbmxrt,0,1,1,0_1
Rbmy1a1,0,1,1,0_1
Rbp1,0,1,1,0_1
Rbp2,0,1,1,0_1
Rbp3,0,1,1,0_1
Rbp4,0,1,1,0_1
Rbp7,0,1,1,0_1
Rbpj,0,1,1,0_1
Rbpjl,0,1,1,0_1
Rbpms,0,1,1,0_1
Rbpms2,0,1,1,0_1
Rbx1,0,1,1,0_1
Rc3h1,0,1,1,0_1
Rc3h2,0,1,1,0_1
Rcan1,0,1,1,0_1
Rcan3,0,1,1,0_1
Rcbtb1,0,1,1,0_1
Rcbtb2,0,1,1,0_1
Rcc1,0,1,1,0_1
Rcc2,0,1,1,0_1
Rce1,0,1,1,0_1
Rchy1,0,1,1,0_1
Rcl1,0,1,1,0_1
Rcn1,0,1,1,0_1
Rcn2,0,1,1,0_1
Rcn3,0,1,1,0_1
Rcor2,0,1,1,0_1
Rcor3,0,1,1,0_1
Rcvrn,0,1,1,0_1
Rd3,0,1,1,0_1
Rdh1,0,1,1,0_1
Rdh10,0,1,1,0_1
Rdh11,0,1,1,0_1
Rdh12,0,1,1,0_1
Rdh13,0,1,1,0_1
Rdh14,0,1,1,0_1
Rdh16,0,1,1,0_1
Rdh19,0,1,1,0_1
Rdh7,0,1,1,0_1
Rdh8,0,1,1,0_1
Rdh9,0,1,1,0_1
Rdm1,0,1,1,0_1
Rdx,0,1,1,0_1
Rec8,0,1,1,0_1
Reck,0,1,1,0_1
Recql,0,1,1,0_1
Recql4,0,1,1,0_1
Recql5,0,1,1,0_1
Reep2,0,1,1,0_1
Reep5,0,1,1,0_1
Reep6,0,1,1,0_1
Refbp2,0,1,1,0_1
Reg1,0,1,1,0_1
Reg2,0,1,1,0_1
Reg3a,0,1,1,0_1
Reg3b,0,1,1,0_1
Reg3d,0,1,1,0_1
Reg3g,0,1,1,0_1
Reg4,0,1,1,0_1
Rel,0,1,1,0_1
Rela,0,1,1,0_1
Relb,0,1,1,0_1
Rell1,0,1,1,0_1
Rell2,0,1,1,0_1
Reln,0,1,1,0_1
Relt,0,1,1,0_1
Rem1,0,1,1,0_1
Rem2,0,1,1,0_1
Ren1,0,1,1,0_1
Ren2,0,1,1,0_1
Renbp,0,1,1,0_1
Rep15,0,1,1,0_1
Repin1,0,1,1,0_1
Reps1,0,1,1,0_1
Rer1,0,1,1,0_1
Rere,0,1,1,0_1
Rerg,0,1,1,0_1
Rergl,0,1,1,0_1
Resp18,0,1,1,0_1
Rest,0,1,1,0_1
Ret,0,1,1,0_1
Retn,0,1,1,0_1
Retnla,0,1,1,0_1
Retnlb,0,1,1,0_1
Retsat,0,1,1,0_1
Rev1,0,1,1,0_1
Rev3l,0,1,1,0_1
Rexo1,0,1,1,0_1
Rexo2,0,1,1,0_1
Rfc1,0,1,1,0_1
Rfc2,0,1,1,0_1
Rfc3,0,1,1,0_1
Rfc4,0,1,1,0_1
Rfc5,0,1,1,0_1
Rffl,0,1,1,0_1
Rfk,0,1,1,0_1
Rfng,0,1,1,0_1
Rfpl4,0,1,1,0_1
Rfpl4b,0,1,1,0_1
Rftn2,0,1,1,0_1
Rfwd2,0,1,1,0_1
Rfwd3,0,1,1,0_1
Rfx1,0,1,1,0_1
Rfx2,0,1,1,0_1
Rfx3,0,1,1,0_1
Rfx4,0,1,1,0_1
Rfx5,0,1,1,0_1
Rfx6,0,1,1,0_1
Rfx7,0,1,1,0_1
Rfx8,0,1,1,0_1
Rfxank,0,1,1,0_1
Rfxap,0,1,1,0_1
Rg9mtd1,0,1,1,0_1
Rg9mtd2,0,1,1,0_1
Rg9mtd3,0,1,1,0_1
Rgag1,0,1,1,0_1
Rgl1,0,1,1,0_1
Rgl2,0,1,1,0_1
Rgl3,0,1,1,0_1
Rgn,0,1,1,0_1
Rgnef,0,1,1,0_1
Rgp1,0,1,1,0_1
Rgr,0,1,1,0_1
Rgs1,0,1,1,0_1
Rgs10,0,1,1,0_1
Rgs12,0,1,1,0_1
Rgs13,0,1,1,0_1
Rgs14,0,1,1,0_1
Rgs16,0,1,1,0_1
Rgs17,0,1,1,0_1
Rgs18,0,1,1,0_1
Rgs19,0,1,1,0_1
Rgs2,0,1,1,0_1
Rgs20,0,1,1,0_1
Rgs3,0,1,1,0_1
Rgs4,0,1,1,0_1
Rgs5,0,1,1,0_1
Rgs6,0,1,1,0_1
Rgs7,0,1,1,0_1
Rgs7bp,0,1,1,0_1
Rgs8,0,1,1,0_1
Rgs9,0,1,1,0_1
Rgs9bp,0,1,1,0_1
Rhag,0,1,1,0_1
Rhbdd1,0,1,1,0_1
Rhbdd2,0,1,1,0_1
Rhbdd3,0,1,1,0_1
Rhbdf1,0,1,1,0_1
Rhbdf2,0,1,1,0_1
Rhbdl1,0,1,1,0_1
Rhbdl3,0,1,1,0_1
Rhbg,0,1,1,0_1
Rhcg,0,1,1,0_1
Rhd,0,1,1,0_1
Rheb,0,1,1,0_1
Rhebl1,0,1,1,0_1
Rho,0,1,1,0_1
Rhoa,0,1,1,0_1
Rhob,0,1,1,0_1
Rhobtb1,0,1,1,0_1
Rhobtb2,0,1,1,0_1
Rhobtb3,0,1,1,0_1
Rhoc,0,1,1,0_1
Rhof,0,1,1,0_1
Rhog,0,1,1,0_1
Rhoh,0,1,1,0_1
Rhoj,0,1,1,0_1
Rhoq,0,1,1,0_1
Rhot1,0,1,1,0_1
Rhot2,0,1,1,0_1
Rhou,0,1,1,0_1
Rhov,0,1,1,0_1
Rhox1,0,1,1,0_1
Rhox10,0,1,1,0_1
Rhox12,0,1,1,0_1
Rhox2c,0,1,1,0_1
Rhox2e,0,1,1,0_1
Rhox2h,0,1,1,0_1
Rhox3c,0,1,1,0_1
Rhox3f,0,1,1,0_1
Rhox3h,0,1,1,0_1
Rhox4a,0,1,1,0_1
Rhox4g,0,1,1,0_1
Rhox5,0,1,1,0_1
Rhox6,0,1,1,0_1
Rhox7,0,1,1,0_1
Rhox8,0,1,1,0_1
Rhox9,0,1,1,0_1
Rhpn1,0,1,1,0_1
Rhpn2,0,1,1,0_1
Ribc1,0,1,1,0_1
Ribc2,0,1,1,0_1
Ric3,0,1,1,0_1
Ric8,0,1,1,0_1
Ric8b,0,1,1,0_1
Rictor,0,1,1,0_1
Rif1,0,1,1,0_1
Rilp,0,1,1,0_1
Rilpl1,0,1,1,0_1
Rilpl2,0,1,1,0_1
Rimbp2,0,1,1,0_1
Rimbp3,0,1,1,0_1
Rimkla,0,1,1,0_1
Rimklb,0,1,1,0_1
Rims1,0,1,1,0_1
Rims2,0,1,1,0_1
Rin1,0,1,1,0_1
Rin2,0,1,1,0_1
Rin3,0,1,1,0_1
Ring1,0,1,1,0_1
Rinl,0,1,1,0_1
Rint1,0,1,1,0_1
Riok1,0,1,1,0_1
Riok2,0,1,1,0_1
Riok3,0,1,1,0_1
Ripk1,0,1,1,0_1
Ripk2,0,1,1,0_1
Ripk3,0,1,1,0_1
Ripk4,0,1,1,0_1
Ripply1,0,1,1,0_1
Ripply2,0,1,1,0_1
Ripply3,0,1,1,0_1
Rit1,0,1,1,0_1
Rit2,0,1,1,0_1
Rlbp1,0,1,1,0_1
Rlf,0,1,1,0_1
Rlim,0,1,1,0_1
Rln1,0,1,1,0_1
Rln3,0,1,1,0_1
Rltpr,0,1,1,0_1
Rmi1,0,1,1,0_1
